company,skills
GenElek Technologies Private Limited,Social Media Marketing
Isourse,Microsoft Visual Studio
Isourse,MS SQL Server
Astrotalk,
Ulead,English Proficiency (Spoken)
Ulead,English Proficiency (Written)
Ulead,Instagram Marketing
Ulead,MS-Office
Ulead,Sales
Simmi Foundation Organization,English Proficiency (Spoken)
Simmi Foundation Organization,Hindi Proficiency (Spoken)
English Express,Digital Marketing
English Express,English Proficiency (Spoken)
English Express,English Proficiency (Written)
English Express,Sales
Be Fit Pilates,English Proficiency (Spoken)
Be Fit Pilates,English Proficiency (Written)
Be Fit Pilates,MS-Excel
OyeLabs,English Proficiency (Spoken)
OyeLabs,English Proficiency (Written)
OyeLabs,Hindi Proficiency (Spoken)
OyeLabs,MS-Excel
OyeLabs,MS-Office
OyeLabs,Recruitment
Antino Labs Private Limited,Adobe Illustrator
Antino Labs Private Limited,Adobe Photoshop
Antino Labs Private Limited,Adobe XD
Antino Labs Private Limited,Figma
Orchids International School,
Primite Marketing,MS-Excel
Yuva Home Tutors,Creative Writing
Yuva Home Tutors,Digital Marketing
Yuva Home Tutors,Email Marketing
Yuva Home Tutors,English Proficiency (Spoken)
Yuva Home Tutors,English Proficiency (Written)
Yuva Home Tutors,Facebook Marketing
Yuva Home Tutors,Instagram Marketing
Yuva Home Tutors,Search Engine Marketing (SEM)
Yuva Home Tutors,Search Engine Optimization (SEO)
Yuva Home Tutors,Social Media Marketing
Agile RecruiTech LLP,CSS
Agile RecruiTech LLP,HTML
Agile RecruiTech LLP,JavaScript
Astrotalk,
LearnMall,Adobe Illustrator
LearnMall,Adobe Photoshop
LearnMall,Adobe Premiere Pro
LearnMall,Adobe XD
LearnMall,UI & UX Design
LearnMall,Video Editing
LearnMall,Video Making
Ulead,English Proficiency (Spoken)
Ulead,English Proficiency (Written)
Ulead,MS-Excel
Ulead,Sales and Marketing
Agile RecruiTech LLP,JavaScript
Yuva Home Tutors,Acting Audition
Yuva Home Tutors,Acting technique
Yuva Home Tutors,English Proficiency (Spoken)
Yuva Home Tutors,Hindi Proficiency (Spoken)
Yuva Home Tutors,Video Making
GRT Global Logistics Private Limited,Accounting
GRT Global Logistics Private Limited,English Proficiency (Spoken)
GRT Global Logistics Private Limited,English Proficiency (Written)
GRT Global Logistics Private Limited,MS-Excel
OyeLabs,Express.js
OyeLabs,HTML
OyeLabs,JavaScript
OyeLabs,MongoDB
OyeLabs,MySQL
OyeLabs,Node.js
OyeLabs,SQL
OyeLabs,Android
OyeLabs,Firebase
OyeLabs,GitHub
OyeLabs,Java
OyeLabs,Kotlin
OyeLabs,REST API
OyeLabs,Windows Mobile Application Development
Ulead,English Proficiency (Spoken)
Ulead,English Proficiency (Written)
Ulead,Sales and Marketing
OyeLabs,GitHub
OyeLabs,JavaScript
OyeLabs,ReactJS
OyeLabs,Redux
Everstylish Lifestyle Private Limited,Acting Audition
Everstylish Lifestyle Private Limited,Acting technique
Everstylish Lifestyle Private Limited,Content Marketing
Algodom Media LLP,Blogging
Algodom Media LLP,Creative Writing
Algodom Media LLP,Digital Marketing
Algodom Media LLP,English Proficiency (Spoken)
Algodom Media LLP,English Proficiency (Written)
Algodom Media LLP,Search Engine Optimization (SEO)
Algodom Media LLP,Social Media Marketing
Think Evolve Consultancy LLP,Business Research
Think Evolve Consultancy LLP,English Proficiency (Spoken)
Think Evolve Consultancy LLP,English Proficiency (Written)
Think Evolve Consultancy LLP,Sales and Marketing
Rodeo Travel Technologies,
Material Library,Blogging
Material Library,Creative Writing
Material Library,English Proficiency (Spoken)
Material Library,English Proficiency (Written)
Material Library,Search Engine Optimization (SEO)
Material Library,Social Media Marketing
Digicrome,Accounting
Evelyn Learning Systems,Content Writing
Evelyn Learning Systems,English Proficiency (Written)
Tring,
Rusk Media,
One Digital,English Proficiency (Spoken)
One Digital,English Proficiency (Written)
Tring,
Ekcel Academy,Email Marketing
Ekcel Academy,English Proficiency (Spoken)
Ekcel Academy,MS-Excel
Ekcel Academy,Digital Marketing
Ekcel Academy,English Proficiency (Written)
Ekcel Academy,Search Engine Optimization (SEO)
Ekcel Academy,Social Media Marketing
ScoreLeap Test Prep Private Limited,Adobe After Effects
ScoreLeap Test Prep Private Limited,Adobe Illustrator
ScoreLeap Test Prep Private Limited,Adobe Photoshop
ScoreLeap Test Prep Private Limited,Adobe Premiere Pro
Primite Marketing,Digital Marketing
Astrotalk,
Myananta Technologies Private Limited,MEAN/MERN Stack
Across The Globe (ATG),
Astrotalk,
RSGB Business Consultant Private Limited,Digital Marketing
RSGB Business Consultant Private Limited,Email Marketing
RSGB Business Consultant Private Limited,English Proficiency (Spoken)
RSGB Business Consultant Private Limited,English Proficiency (Written)
RSGB Business Consultant Private Limited,MS-Excel
RSGB Business Consultant Private Limited,Social Media Marketing
Pawzz,Adobe Creative Suite
Pawzz,Adobe Illustrator
Pawzz,Adobe Photoshop
Pawzz,Adobe Photoshop Lightroom CC
Pawzz,Adobe Premiere Pro
Pawzz,Canva
Pawzz,Design Thinking
Pawzz,English Proficiency (Written)
Pawzz,UI & UX Design
Pawzz,Video Editing
Isourse,MS-Excel
Tutedude,MS-Excel
Tutedude,Tableau
Fair Finance,Digital Marketing
Fair Finance,English Proficiency (Spoken)
Fair Finance,MS-Excel
Fair Finance,Social Media Marketing
Fair Finance,English Proficiency (Spoken)
Fair Finance,English Proficiency (Written)
Fair Finance,MS-Excel
Fair Finance,MS-Office
Fair Finance,MS-Word
Wan Buffer Services,English Proficiency (Spoken)
Wan Buffer Services,English Proficiency (Written)
Wan Buffer Services,MS-Excel
Wan Buffer Services,MS-Office
Wan Buffer Services,MS-Word
Meetreat,CSS
Meetreat,HTML
Meetreat,JavaScript
Meetreat,VS Code
Meetreat,Vue Js
Naruka Digital Services,Digital Marketing
Naruka Digital Services,English Proficiency (Written)
Naruka Digital Services,Google AdWords
Naruka Digital Services,Google Analytics
Naruka Digital Services,Search Engine Marketing (SEM)
Naruka Digital Services,Search Engine Optimization (SEO)
Naruka Digital Services,Social Media Marketing
Ventoutt,English Proficiency (Spoken)
Ventoutt,English Proficiency (Written)
Ventoutt,MS-Excel
Str8up Hospitality Venture Private Limited,MS-Excel
Shabu Philip,MS-Office
Dash Dot Robotics,Arduino
Dash Dot Robotics,C++ Programming
Dash Dot Robotics,C Programming
Dash Dot Robotics,Embedded Systems
Dash Dot Robotics,Internet of Things (IoT)
Dash Dot Robotics,PCB Design
Dash Dot Robotics,PCB Soldering
Primite Marketing,Facebook Marketing
Primite Marketing,Instagram Marketing
Primite Marketing,Social Media Marketing
Pawzz,Content Writing
Pawzz,Copywriting
Pawzz,Digital Marketing
Pawzz,Email Marketing
Pawzz,English Proficiency (Spoken)
Pawzz,English Proficiency (Written)
Pawzz,Sales and Marketing
Pawzz,Search Engine Optimization (SEO)
Pawzz,Social Media Marketing
Pawzz,Video Editing
Primite Marketing,Digital Marketing
Primite Marketing,Social Media Marketing
InfyBytes AI Labs Private Limited,English Proficiency (Spoken)
InfyBytes AI Labs Private Limited,English Proficiency (Written)
InfyBytes AI Labs Private Limited,MS-Office
InfyBytes AI Labs Private Limited,Subject Matter Expert (SME)
Indika AI Private Limited,Kannada Proficiency (Spoken)
Indika AI Private Limited,Kannada Proficiency (Written)
Indika AI Private Limited,Tamil Proficiency (Spoken)
Indika AI Private Limited,Tamil Proficiency (Written)
Indika AI Private Limited,Transcription
Indika AI Private Limited,Biology
Indika AI Private Limited,Molecular Medicine
Tutedude,Android
Tutedude,English Proficiency (Spoken)
Tutedude,Java
Tutedude,Kotlin
OyeLabs,Email Marketing
OyeLabs,English Proficiency (Spoken)
OyeLabs,English Proficiency (Written)
OyeLabs,MS-Excel
OyeLabs,MS-PowerPoint
Digital Ipsum,Blogging
Digital Ipsum,Creative Writing
Digital Ipsum,English Proficiency (Spoken)
Digital Ipsum,English Proficiency (Written)
Digital Ipsum,Research and Analytics
Quizzy,English Proficiency (Spoken)
Quizzy,English Proficiency (Written)
Star Fing,
Cognitio Eduventures Private Limited,Algorithms
Cognitio Eduventures Private Limited,Data Structures
Cognitio Eduventures Private Limited,English Proficiency (Written)
Tutedude,Android
Tutedude,Dart
Tutedude,Flutter
OyeLabs,Adobe After Effects
OyeLabs,Adobe Creative Suite
OyeLabs,Adobe Illustrator
OyeLabs,Adobe Photoshop
OyeLabs,Adobe XD
OyeLabs,Figma
OyeLabs,Sketch
OyeLabs,UI & UX Design
OyeLabs,User Interface (UI) Development
OyeLabs,Wireframing
Star Fing,
Star Fing,
OyeLabs,Database Testing
OyeLabs,Manual Testing
OyeLabs,Software Testing
INGLU,
Indic Education,English Proficiency (Spoken)
Indic Education,English Proficiency (Written)
Indic Education,MS-Excel
Indic Education,MS-Office
Indic Education,MS-Word
Pocketbud Fintech (OPC) Private Limited,Adobe Creative Suite
Pocketbud Fintech (OPC) Private Limited,Adobe Illustrator
Pocketbud Fintech (OPC) Private Limited,Adobe Photoshop
Pocketbud Fintech (OPC) Private Limited,UI & UX Design
Pocketbud Fintech (OPC) Private Limited,Video Editing
Sahil Maheshwari,Creative Writing
Sahil Maheshwari,English Proficiency (Written)
Venacava Designs,Adobe After Effects
Venacava Designs,Adobe Illustrator
Venacava Designs,Adobe Photoshop
Venacava Designs,CorelDRAW
Venacava Designs,UI & UX Design
Venacava Designs,Video Editing
Anagram Media Labs,Digital Marketing
Anagram Media Labs,Email Marketing
Anagram Media Labs,MS-Excel
Rampay,Email Marketing
Rampay,English Proficiency (Spoken)
Rampay,English Proficiency (Written)
Rampay,Sales
Support And Care Humanity Foundation,
Vinod Badial,English Proficiency (Spoken)
Vinod Badial,English Proficiency (Written)
Charul Shroff,Digital Marketing
Charul Shroff,Sales and Marketing
Charul Shroff,Social Media Marketing
D2S Technologies,Digital Marketing
D2S Technologies,Search Engine Optimization (SEO)
RAMA SPORTS,Digital Marketing
RAMA SPORTS,Email Marketing
RAMA SPORTS,English Proficiency (Spoken)
RAMA SPORTS,English Proficiency (Written)
RAMA SPORTS,MS-Excel
RAMA SPORTS,Social Media Marketing
Abhishek Aggarwal,Adobe After Effects
Abhishek Aggarwal,Adobe Photoshop
Abhishek Aggarwal,Blogging
Abhishek Aggarwal,Canva
Abhishek Aggarwal,Content Marketing
Abhishek Aggarwal,Video Editing
Pawzz,Content Marketing
Pawzz,Content Writing
Pawzz,Copywriting
Pawzz,Creative Writing
Pawzz,Digital Marketing
Pawzz,English Proficiency (Spoken)
Pawzz,English Proficiency (Written)
Pawzz,Search Engine Optimization (SEO)
Pawzz,Social Media Marketing
Abhishek Aggarwal,Adobe After Effects
Abhishek Aggarwal,Adobe Illustrator
Abhishek Aggarwal,Adobe Photoshop
Abhishek Aggarwal,CorelDRAW
Abhishek Aggarwal,Video Editing
Cleanteligent Solution Private Limited,English Proficiency (Spoken)
Cleanteligent Solution Private Limited,English Proficiency (Written)
Cleanteligent Solution Private Limited,MS-Excel
Cleanteligent Solution Private Limited,MS-Office
HappiMynd,
Environ Energy Services Private Limited,English Proficiency (Spoken)
Environ Energy Services Private Limited,MS-Excel
Environ Energy Services Private Limited,Recruitment
Chillydigital Solutions Private Limited,Creative Writing
Chillydigital Solutions Private Limited,Digital Marketing
Chillydigital Solutions Private Limited,English Proficiency (Written)
Chillydigital Solutions Private Limited,Search Engine Optimization (SEO)
Chillydigital Solutions Private Limited,Social Media Marketing
TopHire,English Proficiency (Spoken)
PlanetSpark,English Proficiency (Written)
PlanetSpark,MS-Excel
Prajayatna,Business Analysis
Prajayatna,Business Research
Prajayatna,English Proficiency (Written)
Chimertech Private Limited,Digital Marketing
Chimertech Private Limited,Email Marketing
Chimertech Private Limited,English Proficiency (Spoken)
Chimertech Private Limited,English Proficiency (Written)
Chimertech Private Limited,Hindi Proficiency (Spoken)
Chimertech Private Limited,Hindi Proficiency (Written)
Chimertech Private Limited,Sales and Marketing
Chimertech Private Limited,Social Media Marketing
Wheebox,MS-Excel
Rusk Media,
Homebliss Electric And Lights,Digital Marketing
Homebliss Electric And Lights,Email Marketing
Homebliss Electric And Lights,English Proficiency (Spoken)
Homebliss Electric And Lights,MS-Excel
Homebliss Electric And Lights,
Environ Energy Services Private Limited,Accounting
Environ Energy Services Private Limited,MS-Office
Environ Energy Services Private Limited,Tally
Babde Private Limited,Digital Marketing
Babde Private Limited,Search Engine Marketing (SEM)
Babde Private Limited,Search Engine Optimization (SEO)
Pawzz,Adobe After Effects
Pawzz,Adobe Photoshop
Pawzz,Adobe Premiere Pro
Pawzz,English Proficiency (Spoken)
Pawzz,English Proficiency (Written)
Pawzz,Video Editing
Pawzz,Video Making
IndiGG,Sales and Marketing
Babde Private Limited,Sales
Babde Private Limited,Sales and Marketing
Registration Arena,English Proficiency (Spoken)
Registration Arena,English Proficiency (Written)
Registration Arena,MS-Office
Babde Private Limited,
Radharaman Epoxy Studio,
Acuity Research And Field Solutions Private Limited,Business Research
Acuity Research And Field Solutions Private Limited,Digital Marketing
Acuity Research And Field Solutions Private Limited,Email Marketing
Acuity Research And Field Solutions Private Limited,English Proficiency (Spoken)
Acuity Research And Field Solutions Private Limited,English Proficiency (Written)
Acuity Research And Field Solutions Private Limited,Hindi Proficiency (Spoken)
Acuity Research And Field Solutions Private Limited,MS-Excel
Shalaka Connected Devices LLP,Arduino
Shalaka Connected Devices LLP,C Programming
Shalaka Connected Devices LLP,EAGLE
Shalaka Connected Devices LLP,Embedded Systems
Shalaka Connected Devices LLP,Image Processing
Shalaka Connected Devices LLP,Machine Learning
Shalaka Connected Devices LLP,PCB Design
Shalaka Connected Devices LLP,PCB Soldering
Shalaka Connected Devices LLP,Python
SIGNISYS CONSULTANCY SERVICES PRIVATE LIMITED,Email Marketing
SIGNISYS CONSULTANCY SERVICES PRIVATE LIMITED,English Proficiency (Spoken)
SIGNISYS CONSULTANCY SERVICES PRIVATE LIMITED,English Proficiency (Written)
Sushant University,
Nutribud Foods Private Limited,Accounting
Nutribud Foods Private Limited,English Proficiency (Spoken)
Nutribud Foods Private Limited,English Proficiency (Written)
Nutribud Foods Private Limited,MS-Excel
Nutribud Foods Private Limited,MS-Office
Nutribud Foods Private Limited,MS-Word
Healthismplus Technologies Private Limited,English Proficiency (Spoken)
Jackfruit Energy,MongoDB
Jackfruit Energy,Python
Jackfruit Energy,Vue Js
Cretum Advisory,Accounting
BimaKavach Technologies Private Limited,Creative Writing
BimaKavach Technologies Private Limited,Search Engine Optimization (SEO)
Xperience Adventure Sports Private Limited,Blogging
Xperience Adventure Sports Private Limited,Business Research
Xperience Adventure Sports Private Limited,Canva
Xperience Adventure Sports Private Limited,Content Writing
Xperience Adventure Sports Private Limited,Creative Writing
Xperience Adventure Sports Private Limited,English Proficiency (Written)
Xperience Adventure Sports Private Limited,Microsoft PowerApps
Xperience Adventure Sports Private Limited,MS-Excel
Xperience Adventure Sports Private Limited,MS-PowerPoint
Xperience Adventure Sports Private Limited,MS-Word
Rusk Media,English Proficiency (Spoken)
Rusk Media,English Proficiency (Written)
Rusk Media,MS-Office
Webvio Technologies Private Limited,Spanish Proficiency(Spoken)
OPTIMERS AQUASOLUTIONS,Content Writing
OPTIMERS AQUASOLUTIONS,Data Analytics
OPTIMERS AQUASOLUTIONS,MS-Excel
OPTIMERS AQUASOLUTIONS,MS-Office
Hillborn Technologies Private Limited,
Al-Hiraa Manpower Private Limited,Creative Writing
Al-Hiraa Manpower Private Limited,Digital Marketing
Al-Hiraa Manpower Private Limited,Email Marketing
Al-Hiraa Manpower Private Limited,English Proficiency (Spoken)
Al-Hiraa Manpower Private Limited,English Proficiency (Written)
Al-Hiraa Manpower Private Limited,Facebook Marketing
